support,itemsets
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order ID', 'Item Type', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Item Type', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Item Type', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Item Type', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order ID', 'Item Type', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order ID', 'Item Type', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Item Type', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Item Type', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Item Type', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Item Type', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order ID', 'Total Profit', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order Date', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Date', 'Order ID', 'Total Profit', 'Unit Price'})"
1.0,"frozenset({'Region', 'Ship Date', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Ship Date', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Ship Date', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Region', 'Ship Date', 'Units Sold', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Profit', 'Region', 'Ship Date', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Ship Date', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Ship Date', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Ship Date', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Profit', 'Region', 'Ship Date', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Ship Date', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Ship Date', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Ship Date', 'Total Profit', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Ship Date', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Total Profit', 'Region', 'Ship Date', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Profit', 'Region', 'Ship Date', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Profit', 'Region', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Profit', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Total Profit', 'Region', 'Units Sold', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Profit', 'Region', 'Units Sold', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel'})"
1.0,"frozenset({'Total Revenue', 'Unit Cost', 'Region', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
1.0,"frozenset({'Unit Cost', 'Region', 'Total Cost', 'Order Priority', 'Country', 'Order Date', 'Item Type', 'Order ID', 'Sales Channel', 'Unit Price'})"
